run_date,product,source_scope,outlet,title,url,main_topic,briefing_relevance,quality,noise_type,reason
2026-06-13,nacional,nac-biz,The Clinic,"La historia de Lientur Rojas, el titiritero y profesor de Concepción que dedicó seis décadas a un oficio que lo convirtió en ""Tesoro humano vivo"" | The Clinic",https://www.theclinic.cl/2026/06/13/la-historia-de-lientur-rojas-el-titiritero-y-profesor-de-concepcion-que-dedico-seis-decadas-a-un-oficio-que-lo-convirtio-en-tesoro-humano-vivo,educacion,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Eldiarioinmobiliario,Seminario técnico repasó principales contenidos del Manual Práctico para la Reglamentación Térmica 2025,https://eldiarioinmobiliario.cl/destacadas/seminario-tecnico-repaso-principales-contenidos-del-manual-practico-para-la-reglamentacion-termica-2025,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Portalinnova,Columna de opinión | ¿Todos quieren realmente un acuerdo entre Estados Unidos e Irán?,https://portalinnova.cl/columna-de-opinion-todos-quieren-realmente-un-acuerdo-entre-estados-unidos-e-iran,internacional,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Diariodevaldivia - Chile Argentina,Confirman avances para renovar rotonda de Yáñez Zavala y Pablo Neruda - Diario de Valdivia,https://www.diariodevaldivia.cl/noticia/actualidad/2026/06/confirman-avances-para-renovar-rotonda-de-yanez-zavala-y-pablo-neruda,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Diariodevaldivia - Chile Argentina,Reportan incendio en de inmueble en Panguipulli - Diario de Valdivia,https://www.diariodevaldivia.cl/noticia/emergencias/2026/06/reportan-incendio-en-de-inmueble-en-panguipulli,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Diariodevaldivia - Chile Argentina,Reportan colisión entre vehículo menor y motociclista - Diario de Valdivia,https://www.diariodevaldivia.cl/noticia/emergencias/2026/06/reportan-colision-entre-vehiculo-menor-y-motociclista,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Diariodevaldivia - Chile Argentina,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario de Valdivia,https://www.diariodevaldivia.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,nacional,nac-biz,Diariodevaldivia - Chile Argentina,La memoria larga de un invierno que no quiero olvidar - Diario de Valdivia,https://www.diariodevaldivia.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariocorral,Confirman avances para renovar rotonda de Yáñez Zavala y Pablo Neruda - Diario Corral,https://www.diariocorral.cl/noticia/actualidad/2026/06/confirman-avances-para-renovar-rotonda-de-yanez-zavala-y-pablo-neruda,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariocorral,La memoria larga de un invierno que no quiero olvidar - Diario Corral,https://www.diariocorral.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodeosorno,"""¡Qué bochorno!"" llegará al escenario del Centro Cultural de Osorno - Diario de Osorno",https://www.diariodeosorno.cl/noticia/panoramas-y-cultura/2026/06/que-bochorno-llegara-al-escenario-del-centro-cultural-de-osorno,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodeosorno,Alerta sanitaria por cuatro casos sospechosos de triquinosis - Diario de Osorno,https://www.diariodeosorno.cl/noticia/salud/2026/06/alerta-sanitaria-por-cuatro-casos-sospechosos-de-triquinosis,salud,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodeosorno,Brigada Escolar de Rescate destacó en Seminario de Convivencia Educativa - Diario de Osorno,https://www.diariodeosorno.cl/noticia/educacion/2026/06/brigada-escolar-de-rescate-destaco-en-seminario-de-convivencia-educativa,educacion,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodeosorno,La memoria larga de un invierno que no quiero olvidar - Diario de Osorno,https://www.diariodeosorno.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodepanguipulli,Reportan incendio en de inmueble en Panguipulli - Diario de Panguipulli,https://www.diariodepanguipulli.cl/noticia/emergencias/2026/06/reportan-incendio-en-de-inmueble-en-panguipulli,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodepanguipulli,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario de Panguipulli,https://www.diariodepanguipulli.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodepanguipulli,La memoria larga de un invierno que no quiero olvidar - Diario de Panguipulli,https://www.diariodepanguipulli.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodepuertomontt,La cirugía de párpado caído se consolida como la tercera intervención facial más demandada en Chile - Diario De Puerto Montt,https://www.diariodepuertomontt.cl/noticia/actualidad/2026/06/blefaroplastia-chile-cirugia-parpado-caido,salud,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariodepuertomontt,La memoria larga de un invierno que no quiero olvidar - Diario De Puerto Montt,https://www.diariodepuertomontt.cl/noticia/actualidad/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariofutrono,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario Futrono,https://www.diariofutrono.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariofutrono,La memoria larga de un invierno que no quiero olvidar - Diario Futrono,https://www.diariofutrono.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolagoranco,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario Lago Ranco,https://www.diariolagoranco.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolagoranco,La memoria larga de un invierno que no quiero olvidar - Diario Lago Ranco,https://www.diariolagoranco.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaguino,La memoria larga de un invierno que no quiero olvidar - Diario Laguino,https://www.diariolaguino.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolanco,La memoria larga de un invierno que no quiero olvidar - Diario Lanco,https://www.diariolanco.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaunion,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario La Unión,https://www.diariolaunion.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaunion,La memoria larga de un invierno que no quiero olvidar - Diario La Unión,https://www.diariolaunion.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariomafil,Confirman avances para renovar rotonda de Yáñez Zavala y Pablo Neruda - Diario Máfil,https://www.diariomafil.cl/noticia/actualidad/2026/06/confirman-avances-para-renovar-rotonda-de-yanez-zavala-y-pablo-neruda,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariomafil,La memoria larga de un invierno que no quiero olvidar - Diario Máfil,https://www.diariomafil.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariopaillaco,La memoria larga de un invierno que no quiero olvidar - Diario Paillaco,https://www.diariopaillaco.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diarioriobueno,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario Río Bueno,https://www.diarioriobueno.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra,cultura,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diarioriobueno,La memoria larga de un invierno que no quiero olvidar - Diario Río Bueno,https://www.diarioriobueno.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariosanjose,Confirman avances para renovar rotonda de Yáñez Zavala y Pablo Neruda - Diario San José,https://www.diariosanjose.cl/noticia/actualidad/2026/06/confirman-avances-para-renovar-rotonda-de-yanez-zavala-y-pablo-neruda,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariosanjose,La memoria larga de un invierno que no quiero olvidar - Diario San José,https://www.diariosanjose.cl/noticia/historias-diariosur/2026/06/la-memoria-larga-de-un-invierno-que-no-quiero-olvidar,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnaveghable,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elnaveghable.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnaveghable,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elnaveghable.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnaveghable,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elnaveghable.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnaveghable,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elnaveghable.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elrepuertero,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elrepuertero.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elrepuertero,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elrepuertero.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elrepuertero,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elrepuertero.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elrepuertero,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elrepuertero.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elvacanudo,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elvacanudo.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elvacanudo,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elvacanudo.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elvacanudo,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elvacanudo.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elvacanudo,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elvacanudo.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Lasnoticiasdemalleco,Victoria inaugura Punto de Posada para Helicópteros de Emergencia en La Araucanía,https://lasnoticiasdemalleco.cl/emergencia/victoria-inaugura-punto-de-posada-para-helicopteros-de-emergencia-en-la-araucania,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Lasnoticiasdemalleco,Lumaco refuerza seguridad pública con proyectos por más de $103 millones,https://lasnoticiasdemalleco.cl/sucesos/lumaco-refuerza-seguridad-publica-con-proyectos-por-mas-de-103-millones,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Lasnoticiasdemalleco,Hombre fue encontrado muerto en una vivienda de Renaico,https://lasnoticiasdemalleco.cl/policial/hombre-fue-encontrado-muerto-en-una-vivienda-de-renaico,salud,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolongino,Liceo Emblemático Bernardo O’Higgins conmemoró 140 años de historia y servicio a la Educación Pública,https://diariolongino.cl/liceo-emblematico-bernardo-ohiggins-conmemoro-140-anos-de-historia-y-servicio-a-la-educacion-publica,educacion,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolongino,Estudiantes del Instituto Comercial obtienen primer lugar en competencia de inglés,https://diariolongino.cl/estudiantes-del-instituto-comercial-obtienen-primer-lugar-en-competencia-de-ingles,educacion,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolongino,Patrulla SERO fortalece capacidades de conducción nocturna en motos de nieve,https://diariolongino.cl/patrulla-sero-fortalece-capacidades-de-conduccion-nocturna-en-motos-de-nieve,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolongino,¿Todos quieren realmente un acuerdo entre Estados Unidos e Irán?,https://diariolongino.cl/todos-quieren-realmente-un-acuerdo-entre-estados-unidos-e-iran,internacional,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolongino,38 jóvenes de Tarapacá se preparan para operar camiones CAEX en la industria minera,https://diariolongino.cl/38-jovenes-de-tarapaca-se-preparan-para-operar-camiones-caex-en-la-industria-minera,educacion,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elboyaldia,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elboyaldia.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elboyaldia,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elboyaldia.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elboyaldia,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elboyaldia.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elboyaldia,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elboyaldia.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,"Core de Arica propone cambios en el Morro de Arica: ""No podemos seguir reaccionando después de las tragedias""",https://www.elmorrocotudo.cl/noticia/sociedad/core-de-arica-propone-cambios-en-el-morro-de-arica-no-podemos-seguir-reaccionando-d,educacion,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,¿Peligraban el Festival del Choclo y otras fiestas? Concejo de Arica aprueba contratación de guardias privados con debate por nueva ley,https://www.elmorrocotudo.cl/noticia/cultura/peligraban-el-festival-del-choclo-y-otras-fiestas-concejo-de-arica-aprueba-contratac,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,$3.900 millones destrabaron una crisis silenciosa en el Hospital de Arica: ¿Qué habría pasado sin estos recursos?,https://www.elmorrocotudo.cl/noticia/salud/3900-millones-destrabaron-una-crisis-silenciosa-en-el-hospital-de-arica-que-habria-pas,salud,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,Fotos | Así es la nueva grúa contra los vehículos abandonados en Arica: Puede retirar hasta 5 autos al día,https://www.elmorrocotudo.cl/noticia/sociedad/fotos-asi-es-la-nueva-grua-contra-los-vehiculos-abandonados-en-arica-puede-retirar-,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elmorrocotudo.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,Baños públicos y prevención: la nueva batalla contra la propagación de virus en Chile,https://www.elmorrocotudo.cl/noticia/salud/banos-publicos-y-prevencion-la-nueva-batalla-contra-la-propagacion-de-virus-en-chile,salud,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elmorrocotudo.cl/noticia/salud/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-red-asisten,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elmorrocotudo,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elmorrocotudo.cl/noticia/educacion/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atractivo-el-ser,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnortero,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elnortero.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnortero,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elnortero.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnortero,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elnortero.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elnortero,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elnortero.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Timeline,Tragedia en campamento de Antofagasta: incendio deja un menor fallecido y 49 damnificados,https://www.timeline.cl/tragedia-en-campamento-de-antofagasta-incendio-deja-un-menor-fallecido-y-49-damnificados,general_informativo,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Chanarcillo,"Gobernador Miguel Vargas: “Nos gusta la idea de un Estado más eficiente, pero no necesariamente más pequeño”",https://www.chanarcillo.cl/gobernador-miguel-vargas-nos-gusta-la-idea-de-un-estado-mas-eficiente-pero-no-necesariamente-mas-pequeno,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Chanarcillo,Presentan nueva ambulancia para el Samu y el diseño de reposición del CESFAM Dr. Bernardo Mellibovsky,https://www.chanarcillo.cl/presentan-nueva-ambulancia-para-el-samu-y-el-diseno-de-reposicion-del-cesfam-dr-bernardo-mellibovsky,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Chanarcillo,Alcaldes de Atacama preocupados por la rebaja presupuestaria de la Subdere,https://www.chanarcillo.cl/alcaldes-de-atacama-preocupados-por-la-rebaja-presupuestaria-de-la-subdere,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diarioeldia,Buscan acelerar el proceso de restauración de la iglesia de Monte Patria,https://www.diarioeldia.cl/noticias/2026/06/13/141163-buscan-acelerar-el-proceso-de-restauracion-de-la-iglesia-de-monte-patria,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diarioeldia,Medallas de Boric vuelven a la venta con sorpresivo alza de precio,https://www.diarioeldia.cl/noticias/2026/06/13/141136-medallas-de-boric-vuelven-a-la-venta-con-sorpresivo-alza-de-precio,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaregion,Ali asume presidencia de Asociación Nacional de Ciudades Puerto,https://www.diariolaregion.cl/ali-asume-presidencia-de-asociacion-nacional-de-ciudades-puerto,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaregion,Trabajadores de Clínica Elqui cumplen quinto día de huelga y parlamentarios ofician a autoridades,https://www.diariolaregion.cl/trabajadores-de-clinica-elqui-cumplen-quinto-dia-de-huelga-y-parlamentarios-ofician-a-autoridades,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaregion,Limpieza de cables en el casco histórico de La Serena,https://www.diariolaregion.cl/limpieza-de-cables-en-el-casco-historico-de-la-serena,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Diariolaregion,Conmemoración en el Día del Mártir de Carabineros,https://www.diariolaregion.cl/conmemoracion-en-el-dia-del-martir-de-carabineros,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elobservatodo,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elobservatodo.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elobservatodo,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elobservatodo.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elobservatodo,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elobservatodo.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elobservatodo,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elobservatodo.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elquehaydecierto,Irán enfría expectativas y posterga firma de acuerdo con Estados Unidos en medio de tensas negociaciones,https://www.elquehaydecierto.cl/noticia/politica/iran-enfria-expectativas-y-posterga-firma-de-acuerdo-con-estados-unidos-en-medio-de,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elquehaydecierto,Regiones Más Fuertes: autoridades regionales presentarán agenda de autonomía al Presidente Kast,https://www.elquehaydecierto.cl/noticia/politica/regiones-mas-fuertes-autoridades-regionales-presentaran-agenda-de-autonomia-al-pres,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elquehaydecierto,Influenza A desplaza al Rinovirus y crecen las consultas respiratorias en la red asistencial chilena,https://www.elquehaydecierto.cl/noticia/adultos-mayores/influenza-desplaza-al-rinovirus-y-crecen-las-consultas-respiratorias-en-la-r,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Elquehaydecierto,"Columna:""Modernizar la Alta Dirección Pública también implica hacer atractivo el servicio público""",https://www.elquehaydecierto.cl/noticia/alta-direccion-publica/columnamodernizar-la-alta-direccion-publica-tambien-implica-hacer-atr,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
2026-06-13,regiones,reg,Miradiols,«No le gusta que se paguen las deudas»: Quiroz criticó a Boric y defendió los embargos por CAE,https://www.miradiols.cl/2026/06/13/no-le-gusta-que-se-paguen-las-deudas-quiroz-critico-a-boric-y-defendio-los-embargos-por-cae,politica_pais_cronica,medium,good,none,informative_or_unknown_but_not_filler
